"PE.Cy7.A","APC.A","classes"
1.16273446914471,1.44375825547554,1
2.21234405963568,1.1252473524036,1
1.55343213870874,0.750976776847394,1
1.47818051495109,0.832068291983832,1
1.26520752092843,0.752832577567452,1
1.57117139586518,0.95656985945538,1
1.39892743889092,2.85304360264621,2
1.93785534095112,0.988191463257135,1
2.21105372266784,2.86607300121647,2
2.00855900657044,2.79534737490397,2
2.11399258909772,2.74631073748602,2
1.39972684351379,1.04410535864629,1
1.32517792451141,0.861171828612443,1
2.10289943855318,3.20851871243264,2
1.95500488560233,1.13710725162879,1
1.29545448202207,1.24636631340202,1
2.56272432568317,3.04151658445415,2
1.67472524363228,1.51745917313162,1
1.79413979623357,0.816671594488438,1
1.6446965733178,1.37692132788334,1
2.17525001311193,2.73558095985084,2
2.10064276431773,2.63836003351583,2
1.26392561701801,1.19781884872941,1
1.96606760154682,0.917578466934873,1
2.24424275431085,2.99323032106166,2
2.08944871929707,3.03337624089244,2
3.35881478375925,0.82323688892887,3
2.37608809259646,3.27428914830241,2
1.69776051033936,2.8055300599225,2
1.50257625805943,0.986801764337681,1
1.1370829607871,1.2280545251802,1
2.15450337744899,1.39224400027326,1
1.67998191948951,1.06064036968641,1
1.39140041536065,0.630802947895911,1
1.88772936681961,3.13817730310941,2
1.7365973949345,2.93915781113962,2
1.5080051296472,0.962173842601629,1
2.03848158526207,3.05217141818375,2
1.7895555796725,2.93107867810242,2
1.17753913867923,1.5457791573962,1
1.72540486756006,1.03637685130501,1
0.891774345350468,0.602419071221875,1
1.93765383933267,2.63015067477251,2
2.24641708731042,3.04964169643224,2
1.89508227263912,1.00606738963328,1
1.36315789772016,0.592581307985235,1
1.33278556167235,0.986071764277978,1
1.55411922313367,1.35802746216466,1
2.22751558845568,3.19623188635014,2
1.91757713524887,0.74753189186503,1
1.38524914996097,1.26450467357874,1
1.0743573514965,0.845076412987616,1
1.49914445823196,0.96165276467448,1
1.27016973934191,1.05344828807407,1
1.31225937904619,1.27070360967941,1
2.36255813806991,3.13625950606683,2
2.07711294430288,1.02064264812277,1
2.33651372522639,3.11476379019008,2
1.72160818878809,1.01356776387871,1
2.48153436466065,3.10405482478412,2
1.35702993001203,1.02593899570256,1
1.76570332083238,0.875035463331152,1
1.90346147663723,1.44301817047375,1
1.81639941323871,1.03438621726193,1
1.64728644579898,1.08711280565102,1
1.87304299742318,0.908631005673989,1
3.53552600987055,0.593609984773675,3
1.59038904623537,0.679240314697249,1
1.47070256264917,0.705546482415978,1
1.56734750642928,0.696837594962566,1
1.98612202056334,2.41991245699474,2
3.52754074540556,0.734735628464029,3
1.95778316858931,0.523885726276242,1
1.45310691034845,0.47613202114698,1
1.65030384797525,0.786750534134561,1
1.37031422807967,0.859990833421152,1
1.21942795969129,0.94776439058751,1
2.23892831683696,0.78121845103826,1
2.34465797870073,3.23365264188169,2
2.06550174887377,3.02023295351423,2
1.28622518310976,2.52932377712325,2
2.21625330355611,2.71664288929836,2
1.9903081370239,3.22133751997628,2
2.081493782968,1.22051874338529,1
1.47888824185109,0.978945098433101,1
1.44524339001857,1.03267141505765,1
1.69027170327904,2.94559808053848,2
2.32984159435536,3.02319826298324,2
1.71566145421027,2.8860451704622,2
1.58395060750743,1.22574198573898,1
2.02944435536434,1.41702839016003,1
2.39178201612606,0.747694999126186,1
1.25178133538817,0.938219523732062,1
1.83101351791149,1.61717049988814,1
1.73103407955752,1.45950609363673,1
1.51147617265833,0.546028401156104,1
1.97109269322576,1.25413068438954,1
2.09143114665715,2.87488804934652,2
1.39698074129136,2.65241416120753,2
1.94713050500616,0.996420621503442,1
1.35146221072326,0.909454838799431,1
2.40503050894287,2.9762037055329,2
1.41391053434713,0.793876251236007,1
2.14007777367108,2.86932158286663,2
2.11557466636537,2.62513578549287,2
1.68715120610811,0.748412657301185,1
1.7568092679522,3.21278943788871,2
2.26595448744948,2.83339353746094,2
2.16014930789985,0.908600167123272,1
2.07579841061915,1.05207095036134,1
1.86104480789046,1.12420890087898,1
2.01642616384948,0.853119840965708,1
2.38118358932156,0.572824276141405,1
1.88003043795586,1.04493905636407,1
1.94985575264243,2.73589425937459,2
1.94794419473673,3.09186431925114,2
1.95336851422037,3.14228055542368,2
1.66863177823226,0.616552373314112,1
1.912398765209,2.820805924573,2
1.82528672649994,2.6945817713476,2
1.54387390463813,0.669170409353675,1
1.66816769680788,1.08846705345225,1
2.05556018584392,3.09391093441141,2
2.37675823373683,3.09126126807998,2
2.42101456810045,2.99187449824157,2
1.54598446412938,0.924367590195064,1
1.95823709196899,2.96780132064368,2
1.75339144391918,0.798025936589964,1
1.42163780326681,0.750484678619212,1
1.69618060158845,2.6184252571179,2
1.39345440739309,0.782927112858459,1
1.52276302215103,0.624535115511214,1
1.58883698781983,0.917293412998892,1
1.63475468942555,0.683867889589017,1
0.702893187650555,0.573279285930734,1
1.52894871996233,1.25519296090428,1
1.28484781143183,1.25673262647154,1
0.780275086348928,0.811913446950096,1
1.84835684827928,1.15266849549314,1
1.45111257176577,1.4578278377105,1
1.34965289556016,1.01695281500884,1
1.71500680028946,0.550457354298678,1
2.45533591636486,2.63059425434579,2
1.64385140858226,1.20289583230205,1
1.43470738728442,1.29379548533449,1
1.51084886283182,0.792621894291761,1
1.7901608407404,3.14191417852054,2
1.90050952453424,2.67012068025515,2
1.56992166601565,0.8558691929137,1
1.76478158519722,2.82181261301193,2
1.76725171885363,2.92374745894253,2
1.47823465549398,0.955090553034966,1
2.13298429927066,2.73814543254094,2
1.94367128153303,0.896618999921776,1
1.59698470460567,1.00835320051883,1
1.61002835749293,1.0443187285612,1
1.92811249484527,0.779550750617412,1
1.50739805115881,0.841001225523424,1
1.60423170775033,0.865853128517118,1
2.22752618095742,0.891525872756638,1
1.81437820382064,1.06491224534387,1
1.95184496619118,2.85678246390238,2
1.67762943126185,1.02204264829479,1
2.22516221720669,3.02336177642193,2
1.86761439396016,1.316653951209,1
2.13271666801033,0.606808173173203,1
1.80100811659031,0.97398251775215,1
1.55124593205619,0.961357109360069,1
1.23742815438771,1.0141255874749,1
1.47244353139196,1.08462127404144,1
1.68236973542683,0.754539692875238,1
1.25824025762935,0.655097908622387,1
1.5455729644933,0.683018223517701,1
1.74972064314704,0.876005585733272,1
1.86994553367704,1.19838124531429,1
1.54240089488087,3.16371417570038,2
1.98334707968719,3.49655698218493,2
1.57843309024307,1.07788238303243,1
1.11926361524277,1.06565924503644,1
2.1390654526071,0.842045737652971,1
1.52721466303211,2.94140005683321,2
1.71971565269116,0.784625218824218,1
1.56833453410074,1.12167914957555,1
1.55270227095823,0.895019859352197,1
2.23280418009149,2.80059585170356,2
1.52051614450522,1.27661096129747,1
1.73924618260619,1.06347334424649,1
1.65327773415915,1.09761603531301,1
1.58502468349663,0.7513984022397,1
1.75907891980138,1.22712430989686,1
1.25886039288678,1.10347411874887,1
1.34248230419073,0.884402966769405,1
0.984842935998973,1.40605505435635,1
2.37567190915864,3.30940427188538,2
1.41864149347804,1.01227505811409,1
1.5153152599798,0.515352644478156,1
2.30128184066384,3.06234458559049,2
2.09979479237199,3.22813609363068,2
1.51444851209779,0.465044984457144,1
1.28221715511507,0.852937815911135,1
1.47920333436831,2.80404586578615,2
1.94737604768316,3.11446579546222,2
1.63690308945823,2.93549875734453,2
2.19511074535857,2.81281680322718,2
1.77548063141219,0.610618347457577,1
2.44358261615014,2.81751164933611,2
1.1372194760738,0.709082637077277,1
1.34747313385669,0.834748888783771,1
1.50942325273327,0.830568762149824,1
1.68241384065936,0.975170087207366,1
1.84092990809661,2.83110808215105,2
1.86117517156293,1.03187584631147,1
2.32871553703062,3.22850363326496,2
1.65349823457946,0.881813294258069,1
1.48567870441643,1.11554854243936,1
1.80358304663511,0.918239275347522,1
1.64031028928155,1.06945558757949,1
1.50967803999496,0.984660539947801,1
2.22735570909408,2.96207472049866,2
2.00733540108187,3.11630827704241,2
1.64468192331032,1.12143539860017,1
1.79594880560223,3.05552467128995,2
1.51225240579098,1.57154559745778,1
0.982698666135536,1.27092245361161,1
1.58452695969111,0.546208069780245,1
1.62983936282556,3.06070300526531,2
1.82377565671168,0.890775161260824,1
1.49352554932269,0.667376834847606,1
3.34483039190358,0.753207055834033,3
1.80041106504079,1.03680870187739,1
1.86227194408777,3.00418301350831,2
1.42369245709809,1.28957261375905,1
1.79188283916857,2.6920453285007,2
1.54389537255867,2.894490495044,2
1.6363391405056,0.960926025898506,1
1.7074407217621,0.654046962634435,1
0.977141566511139,1.76992925281722,1
2.78135221238025,0.813516411678408,1
3.40939645707615,0.905204084169641,3
1.77723910408242,0.883748698896607,1
1.34103774396056,0.840435331891073,1
0.750325918438013,0.835130537178598,1
1.33374870487722,1.05518522807057,1
2.13099028989926,2.90899699185174,2
1.81879495351011,3.0708464862348,2
