"PE.Cy7.A","APC.A","classes"
1.51970652324985,0.63859569401354,1
1.59182431692511,0.364542123522183,1
1.64826342495822,0.917376965027493,1
1.55132490640879,0.597267495004693,1
2.19728710379832,3.26584449221047,2
2.00792958437511,3.1656571684509,2
2.40013346958844,3.10952611436793,2
2.18228448359619,3.09594720306135,2
1.64745321807857,0.496476306379948,1
1.60685404673194,0.64317478635199,1
1.40797964197169,0.382777232173425,1
1.85481669291632,2.7386137614218,2
2.16609760393359,3.15247508715223,2
2.16298248416316,2.94474327874348,2
2.13881450600143,3.06641429802102,2
1.70101778472302,0.735726494851043,1
1.91614995453181,0.788210288420698,1
2.31774776244741,3.10931960868869,2
1.59568753546332,2.64002673207305,2
1.46488164716246,0.890357832561843,1
1.3782773765079,0.665079212398326,1
1.86128789899621,3.22888351389581,2
1.66772950761925,2.95631746563483,2
1.51915423192737,0.670715623995356,1
3.63635019160923,0.908320593905939,3
1.77142908517794,2.84129707354806,2
1.93706598969731,0.66860745199908,1
1.8069983122105,0.356187225313075,1
1.70201388433378,0.718927352781131,1
2.01125679172379,3.15893446027162,2
1.80272220067903,0.716839125038688,1
1.89773300442874,0.577466712060274,1
1.83916778756294,0.767678500307104,1
2.12689174231757,3.55761796928936,2
1.84756296791259,0.911505987441852,1
2.20072334111645,2.90721128515341,2
1.68314091953113,0.791868311902337,1
1.9722763304341,0.815135771132802,1
1.7067706680096,0.83013891768061,1
2.37559957914056,3.0374787012435,2
2.1830933912885,3.02009311546881,2
1.52670049845243,0.750788912704831,1
1.76279057813045,3.41040315026688,2
1.76321264704302,0.625301889791691,1
1.45421490654509,0.652609927656656,1
1.6489100594954,0.307996314071341,1
1.941652088033,3.10118594956557,2
2.60033345285433,3.07205777089617,2
1.99781052229321,0.617072962212731,1
2.36477907611752,3.35555054693926,2
1.90274507155537,0.577578593941124,1
1.96608806766956,0.391327789682698,1
1.48005149052726,0.936320306547417,1
2.07905757992063,3.08359391496291,2
2.52166150545196,3.01132708981146,2
2.56702087143309,3.18258332668393,2
2.01822872752116,3.19225156879536,2
2.46312205586811,3.18081195360831,2
1.44406048025486,0.705020839592873,1
1.70399310961894,0.331791479866357,1
2.55925066667482,3.18988267139699,2
2.35149278295652,3.14291305812636,2
2.16879905526905,3.20312022009117,2
1.50342047463405,0.621456915540391,1
1.03928497538002,0.66258491261814,1
1.77152279262327,0.894434036452728,1
1.6818833696726,0.833287738163622,1
2.15317262781344,2.56475748708295,2
2.19986031985032,3.10938921430637,2
2.34916922810976,3.12075570169729,2
1.84520397916494,0.834584403098588,1
1.59872992651274,0.972011431962593,1
1.99777270259083,3.12322549177326,2
2.04965236488992,3.12233088846329,2
1.3279149877169,1.0038729843372,1
3.29587244396257,0.678850294137941,3
1.74722961359009,0.68417638950753,1
1.2862302490589,0.656793038018825,1
1.61460464569548,0.659296810511037,1
1.49217019983813,0.949669730179114,1
2.67077776860919,3.21849843002409,2
2.02763498732255,0.869472092826284,1
1.4743709819874,2.98482282584202,2
1.17800349947335,0.94562263759722,1
1.52004426371387,2.511365681587,2
1.8882983136511,3.08500693764124,2
1.32072852273312,0.832352790097295,1
1.61435279062037,0.884264357634938,1
1.36076047148274,0.516087329235629,1
2.21338823018495,2.79969492541574,2
2.3185036396805,2.88391438473599,2
2.21857759184582,3.05253297254153,2
2.06680520776564,3.5604196489223,2
1.5286222447987,3.45142998294906,2
1.84572972627013,3.02918584485742,2
1.96030424268351,0.855523928181084,1
1.91081110697494,2.27506865226362,1
1.77853219646226,3.48127121892328,2
1.60117583848854,0.789441628197635,1
1.69525177774925,2.94925983898323,2
1.73010758496594,3.22745606642884,2
1.13199073509403,0.286282759628576,1
1.73687638503587,0.70520552440563,1
2.05347920363886,3.17742505189927,2
1.2029688719473,1.01537209179075,1
2.42226639054147,2.89690580297764,2
2.66755545182127,2.78797295015971,2
1.6813367771084,2.44658926128897,2
1.6239060485591,0.743276206337899,1
1.96057519673793,0.799958250381217,1
2.08998202502674,3.03776585019522,2
1.63166464217412,2.91638630469715,2
1.62292340072956,0.931600460356704,1
3.49879915290376,0.733051402816175,3
1.79519175347033,0.781709215665387,1
1.67743037544569,0.932915749372331,1
1.90772892933321,2.79140239591268,2
1.48436162951441,0.591842657547671,1
3.32100630523402,0.528735725899974,3
1.87336195996692,3.12652316432928,2
1.8108621002228,2.94837190927147,2
2.67359421773306,2.99490247773675,2
1.84164430941,2.84275506898979,2
2.49404631179401,3.46684996578322,2
1.16850803143135,0.814398977416793,1
1.21748183613303,0.611275631826452,1
2.49634798597458,3.04150037683961,2
1.29205503221018,0.575628027996004,1
1.68405199891841,0.927783579251146,1
1.02998324792765,0.682590212647215,1
1.99698749531659,2.90730668522383,2
1.92999583791987,2.56021840821062,2
1.26155887220857,0.806352126731352,1
1.82732435049405,0.814534078500771,1
2.1737035401256,2.92487515833035,2
3.40156513988922,0.876040921305435,3
1.1420193012078,1.04092061695464,1
1.96468470763855,2.80951224875572,2
2.1068397492817,2.35535851560698,2
1.68255764760094,0.615176989578119,1
2.43838740934236,3.00478233072047,2
1.16621799857822,1.03296850280954,1
1.08947432721598,1.01848001053256,1
2.23408789297847,3.09529568107497,2
1.30615691017213,0.708691183739403,1
1.69812218528441,0.611779811870552,1
1.35285219885085,0.63957613580724,1
1.5437894069183,0.933228952798874,1
1.99026275252672,3.21785454242139,2
2.10535913515709,3.0171542268643,2
2.07224451353962,3.26092029342459,2
2.43293890744379,2.6659068312009,2
2.24874740313902,2.78227714662215,2
2.09805161197853,2.72027183633743,2
1.56285826174662,0.665806639623229,1
2.36632768430176,3.1993240393348,2
1.70486221633274,0.850766053140646,1
2.30782689326116,2.97425430848531,2
2.19465476714396,3.41367617638715,2
2.22179973612212,3.25505518154543,2
1.90696754248853,2.905381452945,2
2.22137889613682,3.20486151110465,2
2.06490129283732,2.94339933662123,2
2.51040901378946,2.81898040948495,2
1.43485253437213,0.941418061462128,1
1.89738343218708,0.75501811491848,1
2.50179973558485,0.737034036065272,1
3.44797022983578,0.876820402910583,3
2.18077563872724,3.07856189756653,2
2.47293889962808,2.7797380227516,2
1.52158560540789,0.807232910952367,1
1.37308595177119,0.663659333877688,1
2.31442243828209,2.37561985603046,2
2.20730161394812,2.58611263484352,2
1.60562681781017,0.702262144644918,1
1.87213123602209,2.94838639543583,2
1.31305345970306,0.740869317305784,1
2.16488376429488,3.20185234274146,2
1.48594993262514,0.97375693716281,1
1.46865643916909,0.516982928612077,1
2.04033324216346,3.04758048755794,2
1.73101647017315,0.482975975490833,1
1.82199447427096,0.717305479147803,1
1.80068611145685,0.750186316075485,1
1.68961542895543,2.8254459197416,2
1.59243691564811,1.98828938984652,1
0.932712721810719,0.901423126431246,1
2.14791732249629,3.16293345249315,2
1.4075021638486,0.879598066342722,1
1.66883827547109,0.638162000349366,1
2.23925899887049,3.02898205593426,2
1.63661488419123,0.646393865070069,1
2.26106145153481,2.84086705659548,2
1.26009916285117,0.451217507750397,1
1.80187633181067,3.02445919634523,2
